order_id,customer_id,order_date,order_status,product_ordered,quantity_ordered,product_cost,order_total,shipping_address
ORD271,CUST17,25-02-2021,Pending,CozyChic Knit Sweater,15,57,1111.5,Boynton Beach
ORD272,CUST90,1/12/2020,Shipped,GlowGlow Nourishing Hair Mask,6,109,850.2,Peoria
ORD273,CUST81,5/12/2023,Delivered,PowerPulse Portable Charger,15,81,1579.5,Springfield
ORD274,CUST59,26-09-2021,Delivered,EcoEco Stainless Steel Water Bottle,6,113,881.4,San Francisco
ORD275,CUST8,5/7/2021,Pending,EcoElegance Bamboo Cutting Board,17,71,1569.1,Amarillo
ORD276,CUST89,24-06-2022,Delivered,ModernMingle Abstract Canvas Art,16,82,1705.6,Englewood
ORD277,CUST75,20-09-2020,Delivered,TechTrend Smart Watch,3,15,58.5,Sacramento
ORD278,CUST88,20-11-2022,Shipped,TrendTide Utility Jacket,12,60,936,Las Vegas
ORD279,CUST69,11/10/2022,Delivered,ModernMingle Geometric Throw Pillow,5,19,123.5,Garden Grove
ORD280,CUST55,4/12/2021,Delivered,GlowGlow Illuminating Body Oil,11,102,1458.6,Dallas
ORD281,CUST32,31-10-2021,Shipped,EcoEssence Solar Powered Lantern,24,47,1466.4,San Francisco
ORD282,CUST46,31-05-2023,Delivered,GlowGlow Nourishing Hair Mask,6,36,280.8,Rochester
ORD283,CUST74,27-08-2023,Shipped,ModernMingle Geometric Throw Pillow,0,76,0,New Orleans
ORD284,CUST42,8/12/2023,Delivered,UrbanEdge Denim Jacket,7,42,382.2,Sacramento
ORD285,CUST23,16-10-2020,Pending,CozyCurl Knit Throw Pillow,13,91,1537.9,Baltimore
ORD286,CUST54,15-11-2022,Shipped,FitFlex Yoga Mat,16,91,1892.8,Tucson
ORD287,CUST87,27-03-2023,Cancelled,SmartStream Smart TV,7,117,1064.7,Laurel
ORD288,CUST92,19-12-2022,Pending,UrbanVibe Mid-Century Modern Chair,21,52,1419.6,Spokane
ORD289,CUST19,9/3/2021,Shipped,PowerPulse Portable Charger,4,79,410.8,Tampa
ORD290,CUST9,14-11-2024,Delivered,PowerPulse Wireless Charging Pad,9,102,1193.4,Rochester
ORD291,CUST18,26-12-2024,Delivered,GlowGlow Hydrating Face Mask,2,86,223.6,Washington
ORD292,CUST97,21-06-2024,Delivered,SmartSync Smart Doorbell,25,19,617.5,Seattle
ORD293,CUST77,9/2/2023,Delivered,RetroRevive Vintage Record Player,0,85,0,Corpus Christi
ORD294,CUST89,13-02-2023,Pending,TechTrend Bluetooth Speaker,4,97,504.4,Englewood
ORD295,CUST35,10/8/2022,Delivered,ElectroGlow Tech Headphones,11,115,1644.5,Young America
ORD296,CUST30,23-03-2022,Shipped,GlowGlam Radiant Face Serum,17,31,685.1,Corpus Christi
ORD297,CUST80,23-01-2021,Shipped,EcoBloom Sustainable Plant Stand,12,82,1279.2,Irving
ORD298,CUST12,15-03-2020,Delivered,UrbanVibe Industrial Floor Lamp,7,87,791.7,Columbia
ORD299,CUST10,22-07-2021,Shipped,GlowGoddess Highlighter Palette,11,114,1630.2,New Orleans
ORD300,CUST99,3/2/2023,Delivered,EcoEco Stainless Steel Water Bottle,2,11,28.6,Winston Salem
ORD301,CUST63,11/2/2020,Delivered,SportSprint Resistance Bands,24,60,1872,Charlotte
ORD302,CUST68,10/1/2024,Delivered,CozyCurl Faux Fur Throw Blanket,15,93,1813.5,Iowa City
ORD303,CUST2,12/6/2023,Delivered,CozyChic Knit Sweater,23,90,2691,Cincinnati
ORD304,CUST1,6/7/2022,Shipped,RusticRoots Farmhouse Wall Clock,14,91,1656.2,Vancouver
ORD305,CUST53,14-09-2020,Delivered,ChicChill Cashmere Scarf,23,82,2451.8,Birmingham
ORD306,CUST16,14-02-2022,Pending,ChicCharm Midi Skirt,0,101,0,Oklahoma City
ORD307,CUST37,24-06-2023,Pending,TechTrend Wireless Earbuds,14,89,1619.8,Elmira
ORD308,CUST72,21-12-2021,Delivered,ModernMingle Abstract Canvas Art,8,22,228.8,Corpus Christi
ORD309,CUST28,4/10/2021,Delivered,EcoEco Reusable Shopping Bag,8,77,800.8,Raleigh
ORD310,CUST82,27-05-2024,Delivered,GlowGuru Facial Cleansing Brush,9,115,1345.5,Richmond
ORD311,CUST100,22-03-2021,Delivered,EcoEco Reusable Shopping Bag,24,53,1653.6,Brooklyn
ORD312,CUST10,2/12/2020,Delivered,UrbanVibe Industrial Floor Lamp,13,45,760.5,New Orleans
ORD313,CUST38,25-02-2022,Delivered,GlowGlam Radiant Face Serum,23,39,1166.1,Joliet
ORD314,CUST63,6/8/2020,Shipped,FitFlex Resistance Bands Set,16,41,852.8,Charlotte
ORD315,CUST48,4/11/2021,Delivered,GlowGlow Illuminating Body Oil,5,7,45.5,San Jose
ORD316,CUST55,13-09-2020,Pending,GlowGlow Nourishing Hair Mask,13,6,101.4,Dallas
ORD317,CUST68,3/6/2022,Shipped,UrbanEdge Denim Jacket,8,83,863.2,Iowa City
ORD318,CUST27,27-07-2020,Shipped,GlowGlow Lip Plumping Gloss,0,57,0,Saint Louis
ORD319,CUST71,14-03-2022,Delivered,GlowGoddess Highlighter Palette,11,11,157.3,El Paso
ORD320,CUST56,26-11-2021,Delivered,FitFlex Yoga Mat,23,117,3498.3,Boynton Beach
ORD321,CUST13,12/5/2021,Delivered,TrendTide Distressed Jeans,4,85,442,Salt Lake City
ORD322,CUST21,19-11-2021,Shipped,SmartSync Smart Home Hub,2,72,187.2,Wichita
ORD323,CUST22,22-06-2024,Shipped,SportSprint Speed Jump Rope,20,17,442,Greensboro
ORD324,CUST7,31-01-2023,Pending,PowerPulse Wireless Charging Pad,13,119,2011.1,Apache Junction
ORD325,CUST4,29-12-2021,Pending,SmartStream Smart TV,8,12,124.8,Odessa
ORD326,CUST16,4/11/2021,Pending,ElectroGlow Tech Headphones,6,71,553.8,Oklahoma City
ORD327,CUST57,15-07-2021,Shipped,RusticCharm Wooden Wall Art,7,119,1082.9,New Orleans
ORD328,CUST1,17-10-2022,Pending,PowerPulse Portable Charger,10,23,299,Vancouver
ORD329,CUST11,7/1/2021,Delivered,GlowGlow Hydrating Face Mask,19,76,1877.2,Sacramento
ORD330,CUST77,16-10-2023,Shipped,TechTrend Wireless Earbuds,4,82,426.4,Corpus Christi
ORD331,CUST43,3/10/2021,Delivered,RetroRevive Vintage Record Player,6,32,249.6,Saint Louis
ORD332,CUST83,14-06-2022,Delivered,TechTrend Smart Watch,3,58,226.2,North Las Vegas
ORD333,CUST62,29-06-2024,Shipped,GlowGuru Facial Cleansing Brush,19,51,1259.7,Wilkes Barre
ORD334,CUST51,9/8/2024,Shipped,PowerPulse Fitness Tracker,2,48,124.8,Albany
ORD335,CUST19,22-12-2023,Delivered,ChicChill Cashmere Scarf,8,82,852.8,Tampa
ORD336,CUST95,7/8/2023,Pending,SmartSync Smart Thermostat,20,52,1352,Cincinnati
ORD337,CUST53,27-10-2024,Delivered,PowerPulse Portable Power Bank,18,49,1146.6,Birmingham
ORD338,CUST52,7/12/2024,Delivered,SportStrike Boxing Gloves,11,29,414.7,Indianapolis
ORD339,CUST49,23-01-2021,Shipped,CozyChic Knit Sweater,15,17,331.5,Madison
ORD340,CUST18,6/11/2024,Delivered,SportSwift Running Shoes,20,66,1716,Washington
ORD341,CUST81,30-08-2022,Delivered,RusticRoots Farmhouse Wall Clock,1,62,80.6,Springfield
ORD342,CUST87,4/10/2022,Delivered,UrbanVibe Mid-Century Modern Chair,24,94,2932.8,Laurel
ORD343,CUST96,16-03-2021,Shipped,UrbanEdge Denim Jacket,12,73,1138.8,Tacoma
ORD344,CUST49,21-04-2020,Cancelled,GlowGoddess Highlighter Palette,6,75,585,Madison
ORD345,CUST77,7/9/2024,Delivered,FitFlex Yoga Mat,5,52,338,Corpus Christi
ORD346,CUST100,22-12-2020,Delivered,GlowGlow Lip Plumping Gloss,6,14,109.2,Brooklyn
ORD347,CUST15,29-09-2023,Shipped,GlowGlow Nourishing Hair Mask,18,72,1684.8,New Hyde Park
ORD348,CUST94,18-10-2024,Cancelled,SportStrike Boxing Gloves,12,13,202.8,Saint Louis
ORD349,CUST19,11/6/2022,Shipped,RusticRoots Farmhouse Wall Clock,13,61,1030.9,Tampa
ORD350,CUST35,3/2/2024,Delivered,TrendTide Distressed Jeans,19,82,2025.4,Young America
ORD351,CUST26,24-02-2020,Pending,PowerPulse Portable Charger,14,53,964.6,Boston
ORD352,CUST61,18-10-2021,Pending,UrbanVibe Industrial Floor Lamp,1,87,113.1,Lexington
ORD353,CUST37,13-10-2024,Shipped,SmartSync Smart Home Hub,23,52,1554.8,Elmira
ORD354,CUST90,26-06-2023,Delivered,RetroRevive Vintage Record Player,18,109,2550.6,Peoria
ORD355,CUST51,8/2/2021,Delivered,PowerPulse Portable Power Bank,10,75,975,Albany
ORD356,CUST25,13-10-2024,Delivered,GlowGlow Hydrating Face Mask,9,65,760.5,Frankfort
ORD357,CUST57,22-03-2020,Pending,SportSprint Speed Jump Rope,4,80,416,New Orleans
ORD358,CUST54,25-01-2020,Delivered,PowerPulse Fitness Tracker,18,98,2293.2,Tucson
ORD359,CUST44,28-08-2021,Delivered,ChicCharm Midi Dress,3,74,288.6,Baltimore
ORD360,CUST11,27-01-2021,Shipped,TechTrend Wireless Earbuds,8,22,228.8,Sacramento
ORD361,CUST38,20-01-2021,Shipped,CozyChic Knit Sweater,18,52,1216.8,Joliet
ORD362,CUST68,14-10-2022,Shipped,EcoBloom Sustainable Plant Stand,20,13,338,Iowa City
ORD363,CUST74,26-04-2024,Shipped,GlowGuru Facial Cleansing Brush,11,57,815.1,New Orleans
ORD364,CUST56,10/7/2021,Shipped,EcoElegance Bamboo Cutting Board,6,86,670.8,Boynton Beach
ORD365,CUST9,2/4/2023,Shipped,TrendTide Utility Jacket,9,59,690.3,Rochester
ORD366,CUST86,10/2/2024,Delivered,RusticRoots Farmhouse Wall Shelf,21,115,3139.5,Detroit
ORD367,CUST46,1/12/2020,Pending,ModernMingle Geometric Throw Pillow,21,112,3057.6,Rochester
ORD368,CUST53,1/7/2024,Delivered,CozyCurl Faux Fur Throw Blanket,12,97,1513.2,Birmingham
ORD369,CUST14,12/2/2024,Cancelled,ElectroGlow Tech Headphones,22,112,3203.2,Jamaica
ORD370,CUST4,24-06-2022,Delivered,EcoEssence Solar Powered Lantern,2,93,241.8,Odessa
ORD371,CUST7,18-02-2022,Shipped,GlowGlow Illuminating Body Oil,1,91,118.3,Apache Junction
ORD372,CUST72,12/1/2020,Delivered,GlowGlam Radiant Face Serum,22,28,800.8,Corpus Christi
ORD373,CUST76,23-10-2022,Shipped,EcoEco Stainless Steel Water Bottle,6,101,787.8,Fargo
ORD374,CUST15,21-08-2023,Delivered,SmartStream Smart TV,14,94,1710.8,New Hyde Park
ORD375,CUST82,3/2/2023,Shipped,GlowGlow Hydrating Face Mask,9,20,234,Richmond
ORD376,CUST67,29-01-2022,Shipped,GlowGlow Exfoliating Body Scrub,6,24,187.2,Corona
ORD377,CUST54,14-07-2024,Delivered,SmartSync Smart Doorbell,8,97,1008.8,Tucson
ORD378,CUST100,26-04-2021,Delivered,TrendTide Utility Jacket,7,41,373.1,Brooklyn
ORD379,CUST31,18-09-2023,Delivered,TrendTide Graphic Tee,0,24,0,Tampa
ORD380,CUST89,21-05-2024,Shipped,CozyCurl Faux Fur Throw Blanket,10,16,208,Englewood
ORD381,CUST44,28-12-2024,Pending,TechTrend Smart Watch,14,58,1055.6,Baltimore
ORD382,CUST11,20-02-2023,Pending,SmartSync Smart Home Hub,16,119,2475.2,Sacramento
ORD383,CUST74,1/2/2020,Delivered,GlowGoddess Highlighter Palette,10,104,1352,New Orleans
ORD384,CUST5,26-03-2021,Delivered,PowerPulse Fitness Tracker,20,31,806,Springfield
ORD385,CUST77,29-07-2022,Delivered,SportStrike Boxing Gloves,20,44,1144,Corpus Christi
ORD386,CUST33,13-12-2021,Shipped,RetroRevive Vintage Record Player,1,110,143,Pasadena
ORD387,CUST27,2/12/2024,Delivered,SportSwift Running Shoes,22,23,657.8,Saint Louis
ORD388,CUST99,14-10-2021,Delivered,FitFlex Resistance Bands Set,23,46,1375.4,Winston Salem
ORD389,CUST1,6/2/2021,Delivered,FitFlex Yoga Mat,8,8,83.2,Vancouver
ORD390,CUST87,4/7/2022,Pending,ChicCharm Midi Skirt,25,32,1040,Laurel
ORD391,CUST93,27-02-2022,Delivered,ModernMingle Geometric Throw Pillow,18,21,491.4,Long Beach
ORD392,CUST23,1/4/2020,Delivered,ElectroGlow Tech Headphones,23,96,2870.4,Baltimore
ORD393,CUST3,27-09-2022,Delivered,UrbanVibe Mid-Century Modern Chair,10,82,1066,Long Beach
ORD394,CUST20,28-11-2024,Delivered,EcoBloom Sustainable Plant Stand,4,28,145.6,New Orleans
ORD395,CUST14,8/6/2020,Shipped,GlowGlow Lip Plumping Gloss,2,29,75.4,Jamaica
ORD396,CUST17,31-10-2024,Delivered,ChicChill Cashmere Scarf,7,102,928.2,Boynton Beach
ORD397,CUST7,26-01-2024,Pending,SportSprint Resistance Bands,20,56,1456,Apache Junction
ORD398,CUST28,5/11/2023,Delivered,EcoEco Reusable Shopping Bag,19,59,1457.3,Raleigh
ORD399,CUST39,27-05-2023,Cancelled,CozyCurl Knit Throw Pillow,2,78,202.8,Lakeland
ORD400,CUST60,2/5/2020,Shipped,UrbanEdge Denim Jacket,6,100,780,Alexandria
ORD401,CUST10,13-11-2022,Pending,TechTrend Wireless Earbuds,13,22,371.8,New Orleans
ORD402,CUST38,6/3/2021,Delivered,EcoEssence Solar Powered Lantern,2,25,65,Joliet
ORD403,CUST63,27-02-2020,Delivered,PowerPulse Portable Charger,22,29,829.4,Charlotte
ORD404,CUST66,24-12-2020,Delivered,SportStrike Boxing Gloves,21,115,3139.5,Charleston
ORD405,CUST77,28-09-2023,Delivered,TechTrend Smart Watch,16,60,1248,Corpus Christi
ORD406,CUST76,24-04-2021,Delivered,RusticRoots Farmhouse Wall Shelf,21,83,2265.9,Fargo
ORD407,CUST63,6/1/2023,Delivered,SportPro Agility Ladder,12,101,1575.6,Charlotte
ORD408,CUST73,9/7/2020,Pending,FitFlex Resistance Bands Set,21,94,2566.2,Everett
ORD409,CUST99,26-05-2022,Delivered,PowerPulse Portable Charger,23,85,2541.5,Winston Salem
ORD410,CUST97,10/7/2023,Delivered,GlowGlow Hydrating Face Mask,2,60,156,Seattle
ORD411,CUST42,10/3/2020,Shipped,ChicCharm Midi Skirt,10,79,1027,Sacramento
ORD412,CUST75,21-12-2023,Shipped,TechTrend Bluetooth Speaker,20,97,2522,Sacramento
ORD413,CUST43,8/12/2023,Delivered,SmartStream Smart TV,13,48,811.2,Saint Louis
ORD414,CUST94,17-03-2024,Delivered,EcoEco Reusable Shopping Bag,0,47,0,Saint Louis
ORD415,CUST58,10/4/2021,Shipped,TechTrend Wireless Earbuds,17,101,2232.1,Washington
ORD416,CUST67,5/6/2021,Shipped,ModernMingle Geometric Throw Pillow,23,73,2182.7,Corona
ORD417,CUST72,24-06-2020,Cancelled,RetroRevive Vintage Record Player,6,57,444.6,Corpus Christi
ORD418,CUST45,6/3/2022,Shipped,PowerPulse Portable Power Bank,22,10,286,Greenville
ORD419,CUST51,26-01-2020,Cancelled,EcoElegance Bamboo Cutting Board,5,117,760.5,Albany
ORD420,CUST57,18-02-2024,Delivered,GlowGoddess Highlighter Palette,5,71,461.5,New Orleans
ORD421,CUST92,30-10-2023,Delivered,GlowGlow Nourishing Hair Mask,2,32,83.2,Spokane
ORD422,CUST61,27-06-2024,Delivered,ChicCharm Midi Dress,16,62,1289.6,Lexington
ORD423,CUST90,11/12/2024,Shipped,CozyCurl Faux Fur Throw Blanket,16,29,603.2,Peoria
ORD424,CUST46,12/11/2021,Shipped,EcoBloom Sustainable Plant Stand,2,86,223.6,Rochester
ORD425,CUST15,18-10-2023,Delivered,UrbanVibe Mid-Century Modern Chair,10,59,767,New Hyde Park
ORD426,CUST52,20-01-2020,Delivered,SportSprint Speed Jump Rope,3,114,444.6,Indianapolis
ORD427,CUST8,3/10/2024,Delivered,UrbanEdge Denim Jacket,20,57,1482,Amarillo
ORD428,CUST12,16-05-2022,Delivered,SportSprint Resistance Bands,19,66,1630.2,Columbia
ORD429,CUST10,11/3/2024,Cancelled,ModernMingle Abstract Canvas Art,4,114,592.8,New Orleans
ORD430,CUST33,30-10-2020,Pending,TrendTide Utility Jacket,3,29,113.1,Pasadena
ORD431,CUST56,24-05-2022,Pending,GlowGlam Radiant Face Serum,17,96,2121.6,Boynton Beach
ORD432,CUST29,21-01-2020,Delivered,RusticCharm Wooden Wall Art,13,60,1014,Columbus
ORD433,CUST16,18-01-2022,Cancelled,ChicChill Cashmere Scarf,13,42,709.8,Oklahoma City
ORD434,CUST31,23-04-2022,Pending,GlowGuru Facial Cleansing Brush,14,59,1073.8,Tampa
ORD435,CUST16,12/9/2023,Delivered,GlowGlow Hydrating Face Mask,24,68,2121.6,Oklahoma City
ORD436,CUST53,25-04-2021,Pending,EcoEco Reusable Shopping Bag,12,48,748.8,Birmingham
ORD437,CUST95,19-05-2023,Cancelled,TechTrend Smart Watch,22,84,2402.4,Cincinnati
ORD438,CUST31,20-03-2022,Pending,GlowGlow Nourishing Hair Mask,19,111,2741.7,Tampa
ORD439,CUST78,20-10-2020,Shipped,GlowGlow Illuminating Body Oil,9,86,1006.2,Garden Grove
ORD440,CUST39,21-10-2022,Delivered,TrendTide Utility Jacket,25,47,1527.5,Lakeland
ORD441,CUST56,8/2/2021,Shipped,FitFlex Resistance Bands Set,13,34,574.6,Boynton Beach
ORD442,CUST84,4/10/2022,Delivered,GlowGlow Lip Plumping Gloss,1,19,24.7,Pinellas Park
ORD443,CUST59,20-03-2020,Pending,PowerPulse Wireless Charging Pad,5,103,669.5,San Francisco
ORD444,CUST40,3/4/2024,Shipped,CozyCurl Faux Fur Throw Blanket,1,44,57.2,Annapolis
ORD445,CUST64,20-10-2024,Shipped,GlowGlow Exfoliating Body Scrub,22,99,2831.4,Salt Lake City
ORD446,CUST9,6/12/2022,Delivered,SportSwift Running Shoes,13,105,1774.5,Rochester
ORD447,CUST3,12/1/2020,Delivered,SmartSync Smart Home Hub,19,60,1482,Long Beach
ORD448,CUST99,23-11-2024,Shipped,GlowGoddess Highlighter Palette,23,91,2720.9,Winston Salem
ORD449,CUST80,22-10-2024,Delivered,FitFlex Yoga Mat,1,7,9.1,Irving
ORD450,CUST27,5/11/2024,Pending,TechTrend Bluetooth Speaker,20,95,2470,Saint Louis
ORD451,CUST42,21-11-2021,Delivered,EcoEco Stainless Steel Water Bottle,16,43,894.4,Sacramento
ORD452,CUST24,13-03-2020,Delivered,SportSprint Speed Jump Rope,12,100,1560,Dayton
ORD453,CUST97,23-11-2022,Shipped,EcoBloom Sustainable Plant Stand,25,47,1527.5,Seattle
ORD454,CUST91,16-07-2022,Shipped,SportSprint Resistance Bands,23,89,2661.1,Merrifield
ORD455,CUST11,10/1/2023,Shipped,UrbanEdge Denim Jacket,12,84,1310.4,Sacramento
ORD456,CUST76,2/7/2020,Cancelled,GlowGuru Facial Cleansing Brush,4,53,275.6,Fargo
ORD457,CUST89,16-07-2022,Delivered,CozyChic Knit Sweater,14,34,618.8,Englewood
ORD458,CUST74,24-10-2023,Shipped,GlowGlam Radiant Face Serum,9,18,210.6,New Orleans
ORD459,CUST44,30-08-2020,Delivered,SmartSync Smart Thermostat,19,34,839.8,Baltimore
ORD460,CUST69,25-04-2020,Delivered,TrendTide Graphic Tee,5,54,351,Garden Grove
ORD461,CUST35,25-09-2023,Pending,ModernMingle Abstract Canvas Art,13,79,1335.1,Young America
ORD462,CUST96,23-06-2021,Delivered,ElectroGlow Tech Headphones,4,113,587.6,Tacoma
ORD463,CUST73,10/2/2021,Cancelled,PowerPulse Portable Charger,10,85,1105,Everett
ORD464,CUST72,25-02-2022,Pending,UrbanVibe Industrial Floor Lamp,17,119,2629.9,Corpus Christi
ORD465,CUST22,21-05-2024,Cancelled,ChicCharm Midi Skirt,13,15,253.5,Greensboro
ORD466,CUST32,6/4/2021,Delivered,EcoEco Reusable Shopping Bag,14,85,1547,San Francisco
ORD467,CUST69,20-12-2020,Delivered,RusticRoots Farmhouse Wall Clock,6,75,585,Garden Grove
ORD468,CUST100,9/8/2022,Delivered,ElectroGlow Tech Headphones,6,117,912.6,Brooklyn
ORD469,CUST39,26-09-2023,Delivered,PowerPulse Portable Charger,21,28,764.4,Lakeland
ORD470,CUST46,16-12-2024,Shipped,TrendTide Graphic Tee,0,10,0,Rochester
ORD471,CUST23,1/8/2023,Delivered,UrbanVibe Mid-Century Modern Chair,17,14,309.4,Baltimore
ORD472,CUST47,15-08-2024,Delivered,RetroRevive Vintage Record Player,10,11,143,Washington
ORD473,CUST43,14-02-2023,Delivered,CozyChic Knit Sweater,25,106,3445,Saint Louis
ORD474,CUST85,9/4/2023,Shipped,ModernMingle Abstract Canvas Art,16,90,1872,Greensboro
ORD475,CUST59,8/7/2022,Delivered,SmartStream Smart TV,16,20,416,San Francisco
ORD476,CUST21,22-09-2021,Delivered,UrbanEdge Denim Jacket,13,57,963.3,Wichita
ORD477,CUST30,16-07-2020,Cancelled,SportStrike Boxing Gloves,0,73,0,Corpus Christi
ORD478,CUST52,30-08-2021,Pending,EcoBloom Sustainable Plant Stand,15,119,2320.5,Indianapolis
ORD479,CUST70,18-01-2022,Shipped,GlowGlow Exfoliating Body Scrub,5,14,91,Nashville
ORD480,CUST26,3/7/2022,Delivered,GlowGuru Facial Cleansing Brush,13,108,1825.2,Boston
ORD481,CUST41,27-12-2021,Delivered,TechTrend Smart Watch,22,33,943.8,Orange
ORD482,CUST45,31-05-2022,Pending,EcoEco Stainless Steel Water Bottle,0,38,0,Greenville
ORD483,CUST51,6/8/2020,Delivered,TechTrend Bluetooth Speaker,12,39,608.4,Albany
ORD484,CUST81,19-07-2023,Delivered,GlowGlam Radiant Face Serum,14,23,418.6,Springfield
ORD485,CUST91,30-03-2022,Delivered,GlowGlow Lip Plumping Gloss,20,88,2288,Merrifield
ORD486,CUST4,6/4/2024,Delivered,GlowGlow Nourishing Hair Mask,9,100,1170,Odessa
ORD487,CUST92,12/8/2021,Delivered,SportSprint Speed Jump Rope,6,82,639.6,Spokane
ORD488,CUST11,5/12/2022,Cancelled,ChicCharm Midi Dress,17,71,1569.1,Sacramento
ORD489,CUST50,23-07-2020,Delivered,CozyCurl Faux Fur Throw Blanket,1,64,83.2,Boston
ORD490,CUST95,26-09-2022,Delivered,FitFlex Yoga Mat,16,112,2329.6,Cincinnati
ORD491,CUST2,1/3/2024,Shipped,GlowGoddess Highlighter Palette,24,35,1092,Cincinnati
ORD492,CUST42,24-05-2023,Pending,UrbanVibe Industrial Floor Lamp,1,39,50.7,Sacramento
ORD493,CUST33,12/2/2023,Delivered,EcoEssence Solar Powered Lantern,11,54,772.2,Pasadena
ORD494,CUST35,7/2/2023,Shipped,FitFlex Resistance Bands Set,15,72,1404,Young America
ORD495,CUST67,1/5/2023,Pending,RusticRoots Farmhouse Wall Shelf,24,17,530.4,Corona
ORD496,CUST75,29-04-2023,Shipped,ChicCharm Midi Skirt,19,61,1506.7,Sacramento
ORD497,CUST58,15-07-2022,Delivered,ChicChill Cashmere Scarf,2,30,78,Washington
ORD498,CUST92,6/1/2024,Delivered,SmartSync Smart Thermostat,8,101,1050.4,Spokane
ORD499,CUST55,30-08-2020,Delivered,TechTrend Wireless Earbuds,11,42,600.6,Dallas
ORD500,CUST15,29-05-2023,Shipped,SportSwift Running Shoes,19,47,1160.9,New Hyde Park
ORD501,CUST85,13-07-2023,Shipped,TechTrend Smart Watch,5,5,32.5,Greensboro
ORD502,CUST56,21-12-2024,Delivered,SportSprint Speed Jump Rope,13,21,354.9,Boynton Beach
ORD503,CUST74,1/1/2020,Pending,FitFlex Resistance Bands Set,4,99,514.8,New Orleans
ORD504,CUST96,28-03-2023,Shipped,EcoBloom Sustainable Plant Stand,16,74,1539.2,Tacoma
ORD505,CUST68,19-09-2022,Shipped,SmartStream Smart TV,11,78,1115.4,Iowa City
ORD506,CUST38,23-01-2023,Shipped,SportStrike Boxing Gloves,22,45,1287,Joliet
ORD507,CUST33,1/11/2021,Delivered,EcoEssence Solar Powered Lantern,2,40,104,Pasadena
ORD508,CUST39,23-10-2020,Cancelled,PowerPulse Portable Charger,5,25,162.5,Lakeland
ORD509,CUST43,10/7/2024,Delivered,SmartSync Smart Doorbell,5,45,292.5,Saint Louis
ORD510,CUST48,21-05-2024,Delivered,GlowGuru Facial Cleansing Brush,13,99,1673.1,San Jose
ORD511,CUST59,11/7/2020,Pending,CozyCurl Knit Throw Pillow,24,36,1123.2,San Francisco
ORD512,CUST9,24-09-2020,Delivered,RusticRoots Farmhouse Wall Shelf,17,84,1856.4,Rochester
ORD513,CUST42,26-06-2023,Delivered,UrbanVibe Industrial Floor Lamp,24,6,187.2,Sacramento
ORD514,CUST72,1/6/2024,Delivered,EcoEco Reusable Shopping Bag,17,85,1878.5,Corpus Christi
ORD515,CUST5,11/12/2021,Delivered,SportSprint Resistance Bands,3,5,19.5,Springfield
ORD516,CUST98,18-05-2020,Shipped,TrendTide Graphic Tee,17,56,1237.6,London
ORD517,CUST97,5/9/2020,Shipped,FitFlex Yoga Mat,3,108,421.2,Seattle
ORD518,CUST65,17-09-2022,Shipped,PowerPulse Portable Power Bank,20,113,2938,Tampa
ORD519,CUST21,17-04-2023,Shipped,RetroRevive Vintage Record Player,19,98,2420.6,Wichita
ORD520,CUST94,21-06-2021,Pending,GlowGlow Lip Plumping Gloss,15,115,2242.5,Saint Louis
ORD521,CUST1,27-01-2024,Delivered,TrendTide Distressed Jeans,1,70,91,Vancouver
ORD522,CUST40,13-01-2022,Shipped,GlowGlow Exfoliating Body Scrub,25,109,3542.5,Annapolis
ORD523,CUST4,26-03-2024,Delivered,GlowGlam Radiant Face Serum,9,78,912.6,Odessa
ORD524,CUST88,5/7/2023,Delivered,ModernMingle Abstract Canvas Art,8,92,956.8,Las Vegas
ORD525,CUST60,7/9/2022,Delivered,ElectroGlow Tech Headphones,13,6,101.4,Alexandria
ORD526,CUST19,9/2/2023,Pending,GlowGlow Illuminating Body Oil,20,95,2470,Tampa
ORD527,CUST53,27-10-2022,Delivered,ModernMingle Geometric Throw Pillow,17,111,2453.1,Birmingham
ORD528,CUST33,9/11/2024,Shipped,GlowGlow Illuminating Body Oil,9,28,327.6,Pasadena
ORD529,CUST72,24-04-2021,Cancelled,CozyCurl Faux Fur Throw Blanket,7,21,191.1,Corpus Christi
ORD530,CUST43,18-01-2020,Cancelled,ChicCharm Midi Dress,3,45,175.5,Saint Louis
ORD531,CUST12,16-12-2024,Delivered,TrendTide Graphic Tee,5,116,754,Columbia
ORD532,CUST71,19-01-2020,Shipped,GlowGlow Nourishing Hair Mask,25,32,1040,El Paso
ORD533,CUST26,27-12-2024,Pending,TechTrend Bluetooth Speaker,5,92,598,Boston
ORD534,CUST42,11/11/2022,Delivered,ChicCharm Midi Skirt,2,86,223.6,Sacramento
ORD535,CUST75,16-05-2023,Pending,PowerPulse Portable Power Bank,7,83,755.3,Sacramento
ORD536,CUST3,19-04-2024,Shipped,SmartSync Smart Thermostat,19,107,2642.9,Long Beach
ORD537,CUST14,22-08-2024,Pending,ModernMingle Abstract Canvas Art,19,20,494,Jamaica
ORD538,CUST36,14-08-2021,Delivered,FitFlex Yoga Mat,21,119,3248.7,Cleveland
ORD539,CUST90,12/4/2021,Shipped,SportSprint Speed Jump Rope,13,24,405.6,Peoria
ORD540,CUST7,29-07-2023,Delivered,UrbanVibe Mid-Century Modern Chair,13,96,1622.4,Apache Junction
ORD541,CUST39,8/4/2023,Shipped,GlowGuru Facial Cleansing Brush,13,73,1233.7,Lakeland
